0	TNFRSF14	1	2488101	2488175
1	TNFRSF14	1	2489162	2489276
2	TNFRSF14	1	2489779	2489910
3	TNFRSF14	1	2490317	2490441
4	TNFRSF14	1	2491259	2491420
5	TNFRSF14	1	2492060	2492160
6	TNFRSF14	1	2493109	2493257
7	TNFRSF14	1	2494301	2494338
8	TNFRSF14	1	2494584	2494715
9	ERRFI1	1	8073267	8074459
10	ERRFI1	1	8075365	8075447
11	ERRFI1	1	8075552	8075682
12	ERRFI1	1	8079998	8080123
13	ERRFI1	1	8084998	8085123
14	PIK3CD	1	9770511	9770657
15	PIK3CD	1	9775596	9775830
16	PIK3CD	1	9775904	9776139
17	PIK3CD	1	9776495	9776680
18	PIK3CD	1	9777014	9777169
19	PIK3CD	1	9777592	9777687
20	PIK3CD	1	9778749	9778976
21	PIK3CD	1	9779976	9780078
22	PIK3CD	1	9780167	9780303
23	PIK3CD	1	9780489	9780722
24	PIK3CD	1	9780797	9780970
25	PIK3CD	1	9781182	9781309
26	PIK3CD	1	9781499	9781648
27	PIK3CD	1	9781816	9781921
28	PIK3CD	1	9782030	9782214
29	PIK3CD	1	9782299	9782417
30	PIK3CD	1	9782583	9782667
31	PIK3CD	1	9783180	9783353
32	PIK3CD	1	9784024	9784153
33	PIK3CD	1	9784331	9784482
34	PIK3CD	1	9784859	9784997
35	PIK3CD	1	9786964	9787107
36	MTOR	1	11167539	11167560
37	MTOR	1	11168235	11168346
38	MTOR	1	11169344	11169430
39	MTOR	1	11169703	11169789
40	MTOR	1	11172906	11172977
41	MTOR	1	11174372	11174513
42	MTOR	1	11174867	11174947
43	MTOR	1	11175450	11175528
44	MTOR	1	11177058	11177146
45	MTOR	1	11181300	11181428
46	MTOR	1	11182033	11182186
47	MTOR	1	11184552	11184693
48	MTOR	1	11186676	11186856
49	MTOR	1	11187064	11187204
50	MTOR	1	11187678	11187866
51	MTOR	1	11188058	11188186
52	MTOR	1	11188508	11188612
53	MTOR	1	11188909	11189011
54	MTOR	1	11189792	11189898
55	MTOR	1	11190583	11190837
56	MTOR	1	11193134	11193257
57	MTOR	1	11194405	11194526
58	MTOR	1	11199358	11199495
59	MTOR	1	11199587	11199718
60	MTOR	1	11204702	11204815
61	MTOR	1	11205022	11205105
62	MTOR	1	11206730	11206851
63	MTOR	1	11210180	11210286
64	MTOR	1	11217206	11217351
65	MTOR	1	11227496	11227577
66	MTOR	1	11259312	11259463
67	MTOR	1	11259595	11259763
68	MTOR	1	11264615	11264763
69	MTOR	1	11269366	11269518
70	MTOR	1	11270868	11270966
71	MTOR	1	11272366	11272534
72	MTOR	1	11272850	11272968
73	MTOR	1	11273453	11273626
74	MTOR	1	11276202	11276294
75	MTOR	1	11288722	11288978
76	MTOR	1	11290979	11291114
77	MTOR	1	11291354	11291494
78	MTOR	1	11292490	11292588
79	MTOR	1	11293452	11293547
80	MTOR	1	11294197	11294325
81	MTOR	1	11297897	11298108
82	MTOR	1	11298456	11298677
83	MTOR	1	11300357	11300607
84	MTOR	1	11301607	11301741
85	MTOR	1	11303168	11303360
86	MTOR	1	11307679	11307793
87	MTOR	1	11307873	11308154
88	MTOR	1	11313893	11314033
89	MTOR	1	11316046	11316252
90	MTOR	1	11316987	11317225
91	MTOR	1	11318539	11318653
92	MTOR	1	11319302	11319469
93	SPEN	1	16174560	16174648
94	SPEN	1	16199308	16199634
95	SPEN	1	16200607	16200893
96	SPEN	1	16202694	16203176
97	SPEN	1	16235813	16235979
98	SPEN	1	16237593	16237799
99	SPEN	1	16242620	16242777
100	SPEN	1	16245418	16245549
101	SPEN	1	16245896	16246015
102	SPEN	1	16247362	16247481
103	SPEN	1	16248741	16248847
104	SPEN	1	16254583	16262764
105	SPEN	1	16263655	16264143
106	SPEN	1	16264304	16264504
107	SPEN	1	16265210	16265374
108	SPEN	1	16265788	16265925
109	SDHB	1	17345373	17345456
110	SDHB	1	17349100	17349228
111	SDHB	1	17350465	17350572
112	SDHB	1	17354241	17354363
113	SDHB	1	17355092	17355234
114	SDHB	1	17359552	17359643
115	SDHB	1	17371253	17371386
116	SDHB	1	17380440	17380517
117	ID3	1	23880998	23881123
118	ID3	1	23883998	23884123
119	ID3	1	23885448	23885513
120	ID3	1	23885615	23885920
121	ID3	1	23888998	23889123
122	ARID1A	1	27022892	27024034
123	ARID1A	1	27056139	27056357
124	ARID1A	1	27057640	27058098
125	ARID1A	1	27059164	27059286
126	ARID1A	1	27087344	27087590
127	ARID1A	1	27087872	27087967
128	ARID1A	1	27088640	27088813
129	ARID1A	1	27089461	27089779
130	ARID1A	1	27092709	27092860
131	ARID1A	1	27092945	27093060
132	ARID1A	1	27094278	27094493
133	ARID1A	1	27097607	27097820
134	ARID1A	1	27098988	27099126
135	ARID1A	1	27099300	27099481
136	ARID1A	1	27099834	27099990
137	ARID1A	1	27100068	27100211
138	ARID1A	1	27100290	27100392
139	ARID1A	1	27100817	27101714
140	ARID1A	1	27102065	27102201
141	ARID1A	1	27105511	27107250
142	STK40	1	36807353	36807577
143	STK40	1	36808962	36809052
144	STK40	1	36809458	36809583
145	STK40	1	36809718	36809868
146	STK40	1	36814298	36814419
147	STK40	1	36819962	36820020
148	STK40	1	36820804	36821037
149	STK40	1	36823837	36823986
150	STK40	1	36824335	36824441
151	STK40	1	36826819	36826936
152	CSF3R	1	36931694	36931804
153	CSF3R	1	36931955	36932512
154	CSF3R	1	36932828	36932915
155	CSF3R	1	36933156	36933255
156	CSF3R	1	36933420	36933566
157	CSF3R	1	36933673	36933825
158	CSF3R	1	36934754	36934861
159	CSF3R	1	36935250	36935444
160	CSF3R	1	36937031	36937250
161	CSF3R	1	36937664	36937743
162	CSF3R	1	36937836	36937995
163	CSF3R	1	36938115	36938290
164	CSF3R	1	36939033	36939226
165	CSF3R	1	36939362	36939491
166	CSF3R	1	36940975	36941277
167	CSF3R	1	36945031	36945100
168	MYCL1	1	40361298	40361423
169	MYCL1	1	40363041	40363645
170	MYCL1	1	40364998	40365123
171	MYCL1	1	40366483	40367118
172	MYCL1	1	40367477	40367563
173	MPL	1	43803517	43803601
174	MPL	1	43803767	43803905
175	MPL	1	43804210	43804394
176	MPL	1	43804939	43805243
177	MPL	1	43805632	43805800
178	MPL	1	43806055	43806187
179	MPL	1	43812113	43812303
180	MPL	1	43812460	43812608
181	MPL	1	43814511	43814676
182	MPL	1	43814931	43815118
183	MPL	1	43817884	43817977
184	MPL	1	43818186	43818446
185	MUTYH	1	45794975	45795112
186	MUTYH	1	45796185	45796232
187	MUTYH	1	45796851	45797009
188	MUTYH	1	45797089	45797231
189	MUTYH	1	45797330	45797524
190	MUTYH	1	45797692	45797761
191	MUTYH	1	45797835	45797985
192	MUTYH	1	45798060	45798163
193	MUTYH	1	45798243	45798362
194	MUTYH	1	45798432	45798509
195	MUTYH	1	45798587	45798634
196	MUTYH	1	45798766	45798845
197	MUTYH	1	45798954	45798999
198	MUTYH	1	45799082	45799278
199	MUTYH	1	45800060	45800186
200	MUTYH	1	45805888	45805929
201	PIK3R3	1	46509342	46509546
202	PIK3R3	1	46511587	46511763
203	PIK3R3	1	46512220	46512300
204	PIK3R3	1	46521464	46521646
205	PIK3R3	1	46527598	46527746
206	PIK3R3	1	46531723	46531854
207	PIK3R3	1	46532580	46532766
208	PIK3R3	1	46543184	46543288
209	PIK3R3	1	46546311	46546425
210	PIK3R3	1	46597516	46597631
211	PIK3R3	1	46598368	46598420
212	PIK3R3	1	46641897	46642146
213	RAD54L	1	46714075	46714083
214	RAD54L	1	46714181	46714273
215	RAD54L	1	46715669	46715794
216	RAD54L	1	46724355	46724421
217	RAD54L	1	46725633	46725774
218	RAD54L	1	46726211	46726286
219	RAD54L	1	46726396	46726690
220	RAD54L	1	46726930	46727060
221	RAD54L	1	46733128	46733284
222	RAD54L	1	46736328	46736460
223	RAD54L	1	46738135	46738215
224	RAD54L	1	46738341	46738477
225	RAD54L	1	46739024	46739140
226	RAD54L	1	46739293	46739422
227	RAD54L	1	46739807	46739891
228	RAD54L	1	46740207	46740392
229	RAD54L	1	46743486	46743655
230	RAD54L	1	46743741	46743957
231	CDKN2C	1	51434398	51434523
232	CDKN2C	1	51436038	51436172
233	CDKN2C	1	51437798	51437923
234	CDKN2C	1	51439562	51439945
235	CDKN2C	1	51441298	51441423
236	JUN	1	59245398	59245523
237	JUN	1	59246598	59246723
238	JUN	1	59247744	59248745
239	JUN	1	59249698	59249823
240	JUN	1	59250698	59250823
241	JAK1	1	65300242	65300343
242	JAK1	1	65301076	65301192
243	JAK1	1	65301778	65301901
244	JAK1	1	65303612	65303790
245	JAK1	1	65304145	65304275
246	JAK1	1	65305283	65305481
247	JAK1	1	65306925	65307025
248	JAK1	1	65307131	65307287
249	JAK1	1	65309744	65309901
250	JAK1	1	65310434	65310575
251	JAK1	1	65311193	65311326
252	JAK1	1	65312329	65312422
253	JAK1	1	65313212	65313361
254	JAK1	1	65316484	65316596
255	JAK1	1	65321189	65321384
256	JAK1	1	65323336	65323465
257	JAK1	1	65325785	65325948
258	JAK1	1	65330467	65330658
259	JAK1	1	65332546	65332894
260	JAK1	1	65334991	65335160
261	JAK1	1	65339050	65339209
262	JAK1	1	65344705	65344834
263	JAK1	1	65348957	65349161
264	JAK1	1	65351939	65351950
265	NEGR1	1	71873126	71873256
266	NEGR1	1	72058497	72058654
267	NEGR1	1	72076706	72076832
268	NEGR1	1	72163688	72163825
269	NEGR1	1	72241852	72241983
270	NEGR1	1	72400759	72400997
271	NEGR1	1	72747999	72748180
272	FUBP1	1	78414448	78414462
273	FUBP1	1	78414837	78414988
274	FUBP1	1	78420937	78421017
275	FUBP1	1	78422254	78422388
276	FUBP1	1	78425866	78425951
277	FUBP1	1	78426026	78426183
278	FUBP1	1	78428452	78428618
279	FUBP1	1	78429256	78429403
280	FUBP1	1	78429744	78429850
281	FUBP1	1	78429936	78430044
282	FUBP1	1	78430328	78430435
283	FUBP1	1	78430552	78430656
284	FUBP1	1	78430750	78430918
285	FUBP1	1	78432375	78432438
286	FUBP1	1	78432565	78432642
287	FUBP1	1	78432730	78432788
288	FUBP1	1	78433308	78433353
289	FUBP1	1	78433846	78433890
290	FUBP1	1	78434703	78434771
291	FUBP1	1	78435606	78435702
292	FUBP1	1	78444566	78444691
293	BCL10	1	85733307	85733668
294	BCL10	1	85736298	85736592
295	BCL10	1	85739998	85740123
296	BCL10	1	85741976	85742038
297	BCL10	1	85746498	85746623
298	NRAS	1	115247298	115247423
299	NRAS	1	115251153	115251278
300	NRAS	1	115252187	115252352
301	NRAS	1	115256418	115256602
302	NRAS	1	115258668	115258784
303	VTCN1	1	117690277	117690407
304	VTCN1	1	117695710	117695994
305	VTCN1	1	117699193	117699546
306	VTCN1	1	117712726	117712796
307	VTCN1	1	117753443	117753480
308	FAM46C	1	118145398	118145523
309	FAM46C	1	118155998	118156123
310	FAM46C	1	118161098	118161223
311	FAM46C	1	118165488	118166669
312	FAM46C	1	118169998	118170123
313	NOTCH2	1	120457926	120459320
314	NOTCH2	1	120460285	120460388
315	NOTCH2	1	120461026	120461179
316	NOTCH2	1	120461932	120462239
317	NOTCH2	1	120462849	120463023
318	NOTCH2	1	120464333	120464435
319	NOTCH2	1	120464856	120465072
320	NOTCH2	1	120465256	120465404
321	NOTCH2	1	120466257	120466610
322	NOTCH2	1	120467925	120468436
323	NOTCH2	1	120469119	120469237
324	NOTCH2	1	120471596	120471838
325	NOTCH2	1	120478039	120478230
326	NOTCH2	1	120479902	120480092
327	NOTCH2	1	120480477	120480636
328	NOTCH2	1	120483175	120483382
329	NOTCH2	1	120484146	120484380
330	NOTCH2	1	120491034	120491192
